hour,time_utc,month,source_year,local_hour,ghi,dni,dhi,t2m,rain_mm
1648,2023-03-10T16:00:00Z,3,2023,11,682.30,718.01,218.47,7.03,0.0
1649,2023-03-10T17:00:00Z,3,2023,12,634.60,492.46,352.61,7.54,0.0
1650,2023-03-10T18:00:00Z,3,2023,13,600.60,584.81,220.45,7.75,0.0
1651,2023-03-10T19:00:00Z,3,2023,14,505.35,684.61,154.07,7.99,0.0
1652,2023-03-10T20:00:00Z,3,2023,15,315.95,427.46,151.38,7.50,0.0
1653,2023-03-10T21:00:00Z,3,2023,16,140.10,201.64,97.26,6.35,0.0
1654,2023-03-10T22:00:00Z,3,2023,17,16.48,18.33,18.53,4.47,0.0
1655,2023-03-10T23:00:00Z,3,2023,18,0.00,0.00,0.00,3.23,0.0
1656,2023-03-11T00:00:00Z,3,2023,19,0.00,0.00,0.00,2.60,0.0
1657,2023-03-11T01:00:00Z,3,2023,20,0.00,0.00,0.00,2.29,0.0
1658,2023-03-11T02:00:00Z,3,2023,21,0.00,0.00,0.00,2.12,0.0
1659,2023-03-11T03:00:00Z,3,2023,22,0.00,0.00,0.00,1.95,0.0
1660,2023-03-11T04:00:00Z,3,2023,23,0.00,0.00,0.00,1.80,0.0
1661,2023-03-11T05:00:00Z,3,2023,0,0.00,0.00,0.00,1.51,0.0
1662,2023-03-11T06:00:00Z,3,2023,1,0.00,0.00,0.00,1.55,0.0
1663,2023-03-11T07:00:00Z,3,2023,2,0.00,0.00,0.00,1.74,0.0
1664,2023-03-11T08:00:00Z,3,2023,3,0.00,0.00,0.00,1.77,1.0
1665,2023-03-11T09:00:00Z,3,2023,4,0.00,0.00,0.00,1.73,0.0
1666,2023-03-11T10:00:00Z,3,2023,5,0.00,0.00,0.00,1.53,0.3
1667,2023-03-11T11:00:00Z,3,2023,6,10.48,1.79,10.45,1.38,0.0
1668,2023-03-11T12:00:00Z,3,2023,7,77.20,13.51,66.76,1.75,0.0
1669,2023-03-11T13:00:00Z,3,2023,8,146.80,12.58,124.93,2.14,0.0
1670,2023-03-11T14:00:00Z,3,2023,9,221.12,24.50,188.19,2.30,0.0
1671,2023-03-11T15:00:00Z,3,2023,10,243.73,34.44,200.85,2.48,0.0
1672,2023-03-11T16:00:00Z,3,2023,11,235.30,1.39,197.64,2.77,0.0
1673,2023-03-11T17:00:00Z,3,2023,12,239.38,0.00,201.28,3.17,0.3
1674,2023-03-11T18:00:00Z,3,2023,13,213.57,16.51,178.00,3.40,0.0
1675,2023-03-11T19:00:00Z,3,2023,14,279.33,14.02,241.46,3.19,0.0
1676,2023-03-11T20:00:00Z,3,2023,15,188.48,8.55,163.17,2.71,0.0
1677,2023-03-11T21:00:00Z,3,2023,16,90.15,7.76,77.31,2.07,0.0
1678,2023-03-11T22:00:00Z,3,2023,17,13.95,3.95,14.30,1.18,0.0
1679,2023-03-11T23:00:00Z,3,2023,18,0.00,0.00,0.00,0.38,0.0
1680,2023-03-12T00:00:00Z,3,2023,19,0.00,0.00,0.00,0.23,0.0
1681,2023-03-12T01:00:00Z,3,2023,20,0.00,0.00,0.00,0.31,0.0
1682,2023-03-12T02:00:00Z,3,2023,21,0.00,0.00,0.00,0.32,0.0
1683,2023-03-12T03:00:00Z,3,2023,22,0.00,0.00,0.00,0.33,0.0
1684,2023-03-12T04:00:00Z,3,2023,23,0.00,0.00,0.00,-0.02,0.0
1685,2023-03-12T05:00:00Z,3,2023,0,0.00,0.00,0.00,-0.37,0.0
1686,2023-03-12T06:00:00Z,3,2023,1,0.00,0.00,0.00,-0.53,0.0
1687,2023-03-12T07:00:00Z,3,2023,3,0.00,0.00,0.00,-0.71,0.0
1688,2023-03-12T08:00:00Z,3,2023,4,0.00,0.00,0.00,-0.93,0.0
1689,2023-03-12T09:00:00Z,3,2023,5,0.00,0.00,0.00,-1.56,0.0
1690,2023-03-12T10:00:00Z,3,2023,6,0.00,0.00,0.00,-2.07,0.0
1691,2023-03-12T11:00:00Z,3,2023,7,46.08,338.71,18.49,-1.59,0.0
1692,2023-03-12T12:00:00Z,3,2023,8,234.68,736.59,43.89,0.52,0.0
1693,2023-03-12T13:00:00Z,3,2023,9,427.38,899.56,54.89,2.49,0.0
1694,2023-03-12T14:00:00Z,3,2023,10,587.55,955.07,65.78,3.92,0.0
1695,2023-03-12T15:00:00Z,3,2023,11,699.45,987.92,68.26,5.03,0.0
1696,2023-03-12T16:00:00Z,3,2023,12,718.38,908.66,103.50,5.96,0.0
1697,2023-03-12T17:00:00Z,3,2023,13,737.12,921.53,107.76,6.59,0.0
1698,2023-03-12T18:00:00Z,3,2023,14,646.42,774.92,187.14,6.67,0.0
1699,2023-03-12T19:00:00Z,3,2023,15,527.10,727.42,151.47,6.19,0.0
1700,2023-03-12T20:00:00Z,3,2023,16,354.33,509.13,160.02,5.10,0.0
1701,2023-03-12T21:00:00Z,3,2023,17,168.98,303.28,102.52,3.25,0.0
1702,2023-03-12T22:00:00Z,3,2023,18,21.75,37.09,22.47,0.70,0.0
1703,2023-03-12T23:00:00Z,3,2023,19,0.00,0.00,0.00,-0.21,0.0
1704,2023-03-13T00:00:00Z,3,2023,20,0.00,0.00,0.00,-0.67,0.0
1705,2023-03-13T01:00:00Z,3,2023,21,0.00,0.00,0.00,-1.02,0.0
1706,2023-03-13T02:00:00Z,3,2023,22,0.00,0.00,0.00,-1.01,0.0
1707,2023-03-13T03:00:00Z,3,2023,23,0.00,0.00,0.00,-0.69,0.0
1708,2023-03-13T04:00:00Z,3,2023,0,0.00,0.00,0.00,-0.32,0.0
1709,2023-03-13T05:00:00Z,3,2023,1,0.00,0.00,0.00,-0.07,0.0
1710,2023-03-13T06:00:00Z,3,2023,2,0.00,0.00,0.00,0.26,0.0
1711,2023-03-13T07:00:00Z,3,2023,3,0.00,0.00,0.00,0.78,0.0
1712,2023-03-13T08:00:00Z,3,2023,4,0.00,0.00,0.00,1.20,0.0
1713,2023-03-13T09:00:00Z,3,2023,5,0.00,0.00,0.00,1.01,0.0
1714,2023-03-13T10:00:00Z,3,2023,6,0.00,0.00,0.00,0.47,0.0
1715,2023-03-13T11:00:00Z,3,2023,7,23.60,0.00,23.40,0.77,0.0
1716,2023-03-13T12:00:00Z,3,2023,8,65.12,0.00,56.32,2.74,0.0
1717,2023-03-13T13:00:00Z,3,2023,9,121.50,0.00,103.45,4.27,0.0
1718,2023-03-13T14:00:00Z,3,2023,10,176.57,0.00,154.55,5.39,0.0
1719,2023-03-13T15:00:00Z,3,2023,11,232.57,79.38,162.41,6.14,0.0
1720,2023-03-13T16:00:00Z,3,2023,12,215.65,76.68,168.73,6.58,0.0
1721,2023-03-13T17:00:00Z,3,2023,13,209.23,9.53,173.47,6.75,0.0
1722,2023-03-13T18:00:00Z,3,2023,14,178.43,55.80,142.56,6.80,0.0
1723,2023-03-13T19:00:00Z,3,2023,15,143.75,3.58,124.16,6.38,0.0
1724,2023-03-13T20:00:00Z,3,2023,16,71.62,2.13,62.13,5.61,0.0
1725,2023-03-13T21:00:00Z,3,2023,17,39.10,1.98,34.18,4.69,0.0
1726,2023-03-13T22:00:00Z,3,2023,18,4.97,0.00,5.06,3.83,0.3
1727,2023-03-13T23:00:00Z,3,2023,19,0.00,0.00,0.00,3.46,0.0
1728,2023-03-14T00:00:00Z,3,2023,20,0.00,0.00,0.00,3.27,0.8
1729,2023-03-14T01:00:00Z,3,2023,21,0.00,0.00,0.00,2.98,1.8
1730,2023-03-14T02:00:00Z,3,2023,22,0.00,0.00,0.00,2.76,2.3
1731,2023-03-14T03:00:00Z,3,2023,23,0.00,0.00,0.00,2.64,2.0
1732,2023-03-14T04:00:00Z,3,2023,0,0.00,0.00,0.00,2.58,1.5
1733,2023-03-14T05:00:00Z,3,2023,1,0.00,0.00,0.00,2.36,3.3
1734,2023-03-14T06:00:00Z,3,2023,2,0.00,0.00,0.00,2.30,3.6
1735,2023-03-14T07:00:00Z,3,2023,3,0.00,0.00,0.00,2.22,3.3
1736,2023-03-14T08:00:00Z,3,2023,4,0.00,0.00,0.00,2.21,3.8
1737,2023-03-14T09:00:00Z,3,2023,5,0.00,0.00,0.00,2.22,3.3
1738,2023-03-14T10:00:00Z,3,2023,6,0.00,0.00,0.00,2.14,4.6
1739,2023-03-14T11:00:00Z,3,2023,7,11.18,0.00,10.91,1.85,4.8
1740,2023-03-14T12:00:00Z,3,2023,8,43.55,0.00,38.09,1.84,6.1
1741,2023-03-14T13:00:00Z,3,2023,9,67.55,0.00,57.52,1.87,5.8
1742,2023-03-14T14:00:00Z,3,2023,10,41.53,0.00,36.07,1.84,4.3
1743,2023-03-14T15:00:00Z,3,2023,11,55.55,16.97,44.34,1.75,5.6
1744,2023-03-14T16:00:00Z,3,2023,12,184.70,52.49,138.57,1.67,1.8
1745,2023-03-14T17:00:00Z,3,2023,13,175.15,33.26,136.98,1.62,0.8
1746,2023-03-14T18:00:00Z,3,2023,14,167.07,8.92,140.96,1.47,0.3
1747,2023-03-14T19:00:00Z,3,2023,15,85.57,0.00,74.22,1.28,0.0
1748,2023-03-14T20:00:00Z,3,2023,16,46.17,0.00,40.25,0.96,0.0
1749,2023-03-14T21:00:00Z,3,2023,17,23.08,0.65,20.19,0.74,0.5
1750,2023-03-14T22:00:00Z,3,2023,18,4.60,0.00,4.65,0.58,1.0
1751,2023-03-14T23:00:00Z,3,2023,19,0.00,0.00,0.00,0.51,0.8
1752,2023-03-15T00:00:00Z,3,2023,20,0.00,0.00,0.00,0.48,0.3
1753,2023-03-15T01:00:00Z,3,2023,21,0.00,0.00,0.00,0.45,1.0
1754,2023-03-15T02:00:00Z,3,2023,22,0.00,0.00,0.00,0.44,0.3
1755,2023-03-15T03:00:00Z,3,2023,23,0.00,0.00,0.00,0.53,0.5
1756,2023-03-15T04:00:00Z,3,2023,0,0.00,0.00,0.00,0.64,0.3
1757,2023-03-15T05:00:00Z,3,2023,1,0.00,0.00,0.00,0.70,0.3
1758,2023-03-15T06:00:00Z,3,2023,2,0.00,0.00,0.00,0.68,0.0
1759,2023-03-15T07:00:00Z,3,2023,3,0.00,0.00,0.00,0.63,0.0
1760,2023-03-15T08:00:00Z,3,2023,4,0.00,0.00,0.00,0.58,0.0
1761,2023-03-15T09:00:00Z,3,2023,5,0.00,0.00,0.00,0.44,0.0
1762,2023-03-15T10:00:00Z,3,2023,6,0.00,0.00,0.00,0.28,0.0
1763,2023-03-15T11:00:00Z,3,2023,7,30.80,63.69,28.51,0.30,0.0
1764,2023-03-15T12:00:00Z,3,2023,8,150.73,180.83,103.27,0.70,0.0
1765,2023-03-15T13:00:00Z,3,2023,9,293.70,300.21,167.60,1.27,0.0
1766,2023-03-15T14:00:00Z,3,2023,10,410.42,397.70,188.46,1.88,0.0
1767,2023-03-15T15:00:00Z,3,2023,11,505.38,216.83,320.64,2.45,0.0
1768,2023-03-15T16:00:00Z,3,2023,12,522.35,361.01,278.07,2.77,0.0
1769,2023-03-15T17:00:00Z,3,2023,13,416.25,205.78,260.87,2.71,0.0
1770,2023-03-15T18:00:00Z,3,2023,14,376.62,110.43,267.18,2.49,0.0
1771,2023-03-15T19:00:00Z,3,2023,15,345.15,168.58,238.68,2.34,0.0
1772,2023-03-15T20:00:00Z,3,2023,16,230.05,219.54,144.03,2.12,0.0
1773,2023-03-15T21:00:00Z,3,2023,17,114.78,251.41,61.80,1.83,0.0
1774,2023-03-15T22:00:00Z,3,2023,18,27.35,88.05,23.29,1.33,0.0
1775,2023-03-15T23:00:00Z,3,2023,19,0.00,0.00,0.00,1.01,0.0
1776,2023-03-16T00:00:00Z,3,2023,20,0.00,0.00,0.00,0.82,0.0
1777,2023-03-16T01:00:00Z,3,2023,21,0.00,0.00,0.00,0.68,0.0
1778,2023-03-16T02:00:00Z,3,2023,22,0.00,0.00,0.00,0.61,0.0
1779,2023-03-16T03:00:00Z,3,2023,23,0.00,0.00,0.00,0.60,0.0
1780,2023-03-16T04:00:00Z,3,2023,0,0.00,0.00,0.00,0.56,0.0
1781,2023-03-16T05:00:00Z,3,2023,1,0.00,0.00,0.00,0.40,0.0
1782,2023-03-16T06:00:00Z,3,2023,2,0.00,0.00,0.00,-0.06,0.0
1783,2023-03-16T07:00:00Z,3,2023,3,0.00,0.00,0.00,-0.70,0.0
1784,2023-03-16T08:00:00Z,3,2023,4,0.00,0.00,0.00,-1.65,0.0
1785,2023-03-16T09:00:00Z,3,2023,5,0.00,0.00,0.00,-2.31,0.0
1786,2023-03-16T10:00:00Z,3,2023,6,0.00,0.00,0.00,-2.63,0.0
1787,2023-03-16T11:00:00Z,3,2023,7,47.35,121.23,37.97,-2.50,0.0
1788,2023-03-16T12:00:00Z,3,2023,8,199.40,325.50,119.51,-0.97,0.0
1789,2023-03-16T13:00:00Z,3,2023,9,379.83,514.49,173.18,1.14,0.0
1790,2023-03-16T14:00:00Z,3,2023,10,533.65,625.43,191.17,2.84,0.0
1791,2023-03-16T15:00:00Z,3,2023,11,637.03,565.35,273.07,4.01,0.0
1792,2023-03-16T16:00:00Z,3,2023,12,662.35,603.26,247.15,5.03,0.0
1793,2023-03-16T17:00:00Z,3,2023,13,672.05,711.49,164.44,5.64,0.0
1794,2023-03-16T18:00:00Z,3,2023,14,521.15,587.94,177.02,5.82,0.0
1795,2023-03-16T19:00:00Z,3,2023,15,357.60,529.64,169.78,5.76,0.0
1796,2023-03-16T20:00:00Z,3,2023,16,249.80,364.82,129.40,5.77,0.0
1797,2023-03-16T21:00:00Z,3,2023,17,124.55,227.41,75.65,5.08,0.0
1798,2023-03-16T22:00:00Z,3,2023,18,18.40,31.10,19.03,3.27,0.0
1799,2023-03-16T23:00:00Z,3,2023,19,0.00,0.00,0.00,1.49,0.0
1800,2023-03-17T00:00:00Z,3,2023,20,0.00,0.00,0.00,0.94,0.0
1801,2023-03-17T01:00:00Z,3,2023,21,0.00,0.00,0.00,0.34,0.0
1802,2023-03-17T02:00:00Z,3,2023,22,0.00,0.00,0.00,-0.22,0.0
1803,2023-03-17T03:00:00Z,3,2023,23,0.00,0.00,0.00,-0.70,0.0
1804,2023-03-17T04:00:00Z,3,2023,0,0.00,0.00,0.00,-1.00,0.0
1805,2023-03-17T05:00:00Z,3,2023,1,0.00,0.00,0.00,-0.95,0.0
1806,2023-03-17T06:00:00Z,3,2023,2,0.00,0.00,0.00,-0.67,0.0
1807,2023-03-17T07:00:00Z,3,2023,3,0.00,0.00,0.00,0.43,0.0
1808,2023-03-17T08:00:00Z,3,2023,4,0.00,0.00,0.00,1.61,0.0
1809,2023-03-17T09:00:00Z,3,2023,5,0.00,0.00,0.00,1.61,0.0
1810,2023-03-17T10:00:00Z,3,2023,6,0.00,0.00,0.00,0.27,0.0
1811,2023-03-17T11:00:00Z,3,2023,7,25.77,1.34,23.95,0.87,0.0
1812,2023-03-17T12:00:00Z,3,2023,8,109.38,21.50,93.03,2.63,0.0
1813,2023-03-17T13:00:00Z,3,2023,9,221.82,39.60,181.87,4.31,0.0
1814,2023-03-17T14:00:00Z,3,2023,10,319.52,99.29,253.01,5.20,0.0
1815,2023-03-17T15:00:00Z,3,2023,11,391.25,115.18,310.90,6.94,0.0
1816,2023-03-17T16:00:00Z,3,2023,12,376.45,45.98,306.55,7.85,0.0
1817,2023-03-17T17:00:00Z,3,2023,13,329.73,22.05,271.35,8.88,0.0
1818,2023-03-17T18:00:00Z,3,2023,14,360.17,2.24,303.73,9.19,0.0
1819,2023-03-17T19:00:00Z,3,2023,15,314.42,10.34,273.71,8.68,0.0
1820,2023-03-17T20:00:00Z,3,2023,16,214.95,3.57,184.98,7.95,0.0
1821,2023-03-17T21:00:00Z,3,2023,17,108.12,7.55,95.67,7.23,0.0
1822,2023-03-17T22:00:00Z,3,2023,18,18.25,1.80,18.22,5.81,0.0
1823,2023-03-17T23:00:00Z,3,2023,19,0.00,0.00,0.00,5.12,0.0
1824,2023-03-18T00:00:00Z,3,2023,20,0.00,0.00,0.00,5.08,0.0
1825,2023-03-18T01:00:00Z,3,2023,21,0.00,0.00,0.00,4.80,0.0
1826,2023-03-18T02:00:00Z,3,2023,22,0.00,0.00,0.00,4.72,0.0
1827,2023-03-18T03:00:00Z,3,2023,23,0.00,0.00,0.00,4.86,0.0
1828,2023-03-18T04:00:00Z,3,2023,0,0.00,0.00,0.00,5.20,0.0
1829,2023-03-18T05:00:00Z,3,2023,1,0.00,0.00,0.00,5.16,0.0
1830,2023-03-18T06:00:00Z,3,2023,2,0.00,0.00,0.00,5.20,0.0
1831,2023-03-18T07:00:00Z,3,2023,3,0.00,0.00,0.00,5.15,0.0
1832,2023-03-18T08:00:00Z,3,2023,4,0.00,0.00,0.00,4.38,0.0
1833,2023-03-18T09:00:00Z,3,2023,5,0.00,0.00,0.00,3.51,0.0
1834,2023-03-18T10:00:00Z,3,2023,6,0.00,0.00,0.00,2.77,0.0
1835,2023-03-18T11:00:00Z,3,2023,7,34.08,74.18,27.73,2.89,0.0
1836,2023-03-18T12:00:00Z,3,2023,8,147.55,181.62,102.00,3.87,0.0
1837,2023-03-18T13:00:00Z,3,2023,9,276.70,212.91,181.17,4.94,0.0
1838,2023-03-18T14:00:00Z,3,2023,10,407.95,289.92,230.19,5.96,0.0
1839,2023-03-18T15:00:00Z,3,2023,11,574.25,456.86,263.54,6.80,0.0
1840,2023-03-18T16:00:00Z,3,2023,12,666.90,652.79,198.89,7.60,0.0
1841,2023-03-18T17:00:00Z,3,2023,13,691.60,638.57,211.19,8.52,0.0
1842,2023-03-18T18:00:00Z,3,2023,14,585.70,499.24,294.08,8.97,0.0
1843,2023-03-18T19:00:00Z,3,2023,15,465.52,307.46,272.22,8.69,0.0
1844,2023-03-18T20:00:00Z,3,2023,16,329.10,298.57,195.33,7.65,0.0
1845,2023-03-18T21:00:00Z,3,2023,17,185.32,337.46,101.62,6.15,0.0
1846,2023-03-18T22:00:00Z,3,2023,18,35.78,133.57,28.00,4.11,0.0
1847,2023-03-18T23:00:00Z,3,2023,19,0.00,0.00,0.00,1.98,0.0
1848,2023-03-19T00:00:00Z,3,2023,20,0.00,0.00,0.00,0.70,0.0
1849,2023-03-19T01:00:00Z,3,2023,21,0.00,0.00,0.00,-0.12,0.0
1850,2023-03-19T02:00:00Z,3,2023,22,0.00,0.00,0.00,-0.82,0.0
1851,2023-03-19T03:00:00Z,3,2023,23,0.00,0.00,0.00,-1.22,0.0
1852,2023-03-19T04:00:00Z,3,2023,0,0.00,0.00,0.00,-1.49,0.0
1853,2023-03-19T05:00:00Z,3,2023,1,0.00,0.00,0.00,-1.44,0.0
1854,2023-03-19T06:00:00Z,3,2023,2,0.00,0.00,0.00,-0.87,0.0
1855,2023-03-19T07:00:00Z,3,2023,3,0.00,0.00,0.00,-0.70,0.0
1856,2023-03-19T08:00:00Z,3,2023,4,0.00,0.00,0.00,-1.32,0.0
1857,2023-03-19T09:00:00Z,3,2023,5,0.00,0.00,0.00,-2.53,0.0
1858,2023-03-19T10:00:00Z,3,2023,6,0.00,0.00,0.00,-3.45,0.0
1859,2023-03-19T11:00:00Z,3,2023,7,70.68,296.09,34.40,-3.35,0.0
1860,2023-03-19T12:00:00Z,3,2023,8,255.32,585.53,84.04,-2.23,0.0
1861,2023-03-19T13:00:00Z,3,2023,9,447.50,746.97,110.66,-1.03,0.0
1862,2023-03-19T14:00:00Z,3,2023,10,613.88,814.01,146.49,-0.17,0.0
1863,2023-03-19T15:00:00Z,3,2023,11,658.28,682.56,225.11,0.38,0.0
1864,2023-03-19T16:00:00Z,3,2023,12,609.88,297.10,365.72,0.68,0.0
1865,2023-03-19T17:00:00Z,3,2023,13,594.35,315.50,336.95,0.92,0.0
1866,2023-03-19T18:00:00Z,3,2023,14,536.05,692.35,155.42,1.02,0.0
1867,2023-03-19T19:00:00Z,3,2023,15,485.98,426.93,267.25,0.66,0.0
1868,2023-03-19T20:00:00Z,3,2023,16,346.45,475.09,158.24,0.12,0.0
1869,2023-03-19T21:00:00Z,3,2023,17,190.93,468.46,77.02,-0.75,0.0
1870,2023-03-19T22:00:00Z,3,2023,18,42.62,277.97,24.04,-1.66,0.0
1871,2023-03-19T23:00:00Z,3,2023,19,0.00,0.00,0.00,-2.21,0.0
1872,2023-03-20T00:00:00Z,3,2023,20,0.00,0.00,0.00,-2.62,0.0
1873,2023-03-20T01:00:00Z,3,2023,21,0.00,0.00,0.00,-3.07,0.0
1874,2023-03-20T02:00:00Z,3,2023,22,0.00,0.00,0.00,-3.28,0.0
1875,2023-03-20T03:00:00Z,3,2023,23,0.00,0.00,0.00,-3.30,0.0
1876,2023-03-20T04:00:00Z,3,2023,0,0.00,0.00,0.00,-3.19,0.0
1877,2023-03-20T05:00:00Z,3,2023,1,0.00,0.00,0.00,-3.04,0.0
1878,2023-03-20T06:00:00Z,3,2023,2,0.00,0.00,0.00,-3.00,0.0
1879,2023-03-20T07:00:00Z,3,2023,3,0.00,0.00,0.00,-3.01,0.0
1880,2023-03-20T08:00:00Z,3,2023,4,0.00,0.00,0.00,-3.13,0.0
1881,2023-03-20T09:00:00Z,3,2023,5,0.00,0.00,0.00,-3.20,0.0
1882,2023-03-20T10:00:00Z,3,2023,6,0.00,0.00,0.00,-3.28,0.0
1883,2023-03-20T11:00:00Z,3,2023,7,77.50,316.98,33.63,-2.38,0.0
1884,2023-03-20T12:00:00Z,3,2023,8,265.83,639.10,71.15,-0.25,0.0
1885,2023-03-20T13:00:00Z,3,2023,9,447.98,730.75,106.62,1.91,0.0
1886,2023-03-20T14:00:00Z,3,2023,10,619.50,862.78,105.40,3.69,0.0
1887,2023-03-20T15:00:00Z,3,2023,11,734.60,925.35,102.33,5.14,0.0
1888,2023-03-20T16:00:00Z,3,2023,12,792.22,945.49,105.19,6.34,0.0
1889,2023-03-20T17:00:00Z,3,2023,13,781.42,931.33,110.98,7.17,0.0
1890,2023-03-20T18:00:00Z,3,2023,14,710.83,909.68,106.11,7.67,0.0
1891,2023-03-20T19:00:00Z,3,2023,15,583.33,845.68,103.10,7.82,0.0
1892,2023-03-20T20:00:00Z,3,2023,16,411.67,727.88,95.65,7.49,0.0
1893,2023-03-20T21:00:00Z,3,2023,17,216.20,536.94,71.23,6.17,0.0
1894,2023-03-20T22:00:00Z,3,2023,18,40.90,160.83,24.82,2.65,0.0
1895,2023-03-20T23:00:00Z,3,2023,19,0.00,0.00,0.00,1.34,0.0
1896,2023-03-21T00:00:00Z,3,2023,20,0.00,0.00,0.00,1.24,0.0
1897,2023-03-21T01:00:00Z,3,2023,21,0.00,0.00,0.00,0.70,0.0
1898,2023-03-21T02:00:00Z,3,2023,22,0.00,0.00,0.00,0.26,0.0
1899,2023-03-21T03:00:00Z,3,2023,23,0.00,0.00,0.00,0.06,0.0
1900,2023-03-21T04:00:00Z,3,2023,0,0.00,0.00,0.00,-0.29,0.0
1901,2023-03-21T05:00:00Z,3,2023,1,0.00,0.00,0.00,-0.88,0.0
1902,2023-03-21T06:00:00Z,3,2023,2,0.00,0.00,0.00,-1.54,0.0
1903,2023-03-21T07:00:00Z,3,2023,3,0.00,0.00,0.00,-1.89,0.0
1904,2023-03-21T08:00:00Z,3,2023,4,0.00,0.00,0.00,-2.20,0.0
1905,2023-03-21T09:00:00Z,3,2023,5,0.00,0.00,0.00,-2.60,0.0
1906,2023-03-21T10:00:00Z,3,2023,6,0.00,0.00,0.00,-2.57,0.0
1907,2023-03-21T11:00:00Z,3,2023,7,73.03,230.35,39.59,-0.47,0.0
1908,2023-03-21T12:00:00Z,3,2023,8,214.82,464.85,81.79,2.19,0.0
1909,2023-03-21T13:00:00Z,3,2023,9,341.20,496.48,121.63,5.25,0.0
1910,2023-03-21T14:00:00Z,3,2023,10,482.35,493.08,200.65,8.22,0.0
1911,2023-03-21T15:00:00Z,3,2023,11,650.12,635.43,202.15,9.61,0.0
1912,2023-03-21T16:00:00Z,3,2023,12,742.78,770.01,172.96,10.53,0.0
1913,2023-03-21T17:00:00Z,3,2023,13,760.92,832.72,145.88,11.09,0.0
1914,2023-03-21T18:00:00Z,3,2023,14,682.83,761.61,156.90,11.33,0.0
1915,2023-03-21T19:00:00Z,3,2023,15,519.25,573.47,179.50,11.28,0.0
1916,2023-03-21T20:00:00Z,3,2023,16,376.23,621.62,111.20,10.87,0.0
1917,2023-03-21T21:00:00Z,3,2023,17,191.93,392.70,86.83,9.72,0.0
1918,2023-03-21T22:00:00Z,3,2023,18,36.92,104.35,30.17,6.43,0.0
1919,2023-03-21T23:00:00Z,3,2023,19,0.00,0.00,0.00,4.59,0.0
1920,2023-03-22T00:00:00Z,3,2023,20,0.00,0.00,0.00,3.89,0.0
1921,2023-03-22T01:00:00Z,3,2023,21,0.00,0.00,0.00,3.22,0.0
1922,2023-03-22T02:00:00Z,3,2023,22,0.00,0.00,0.00,2.99,0.0
1923,2023-03-22T03:00:00Z,3,2023,23,0.00,0.00,0.00,2.66,0.0
1924,2023-03-22T04:00:00Z,3,2023,0,0.00,0.00,0.00,2.37,0.0
1925,2023-03-22T05:00:00Z,3,2023,1,0.00,0.00,0.00,1.86,0.0
1926,2023-03-22T06:00:00Z,3,2023,2,0.00,0.00,0.00,1.63,0.0
1927,2023-03-22T07:00:00Z,3,2023,3,0.00,0.00,0.00,1.47,0.0
1928,2023-03-22T08:00:00Z,3,2023,4,0.00,0.00,0.00,1.24,0.0
1929,2023-03-22T09:00:00Z,3,2023,5,0.00,0.00,0.00,1.09,0.0
1930,2023-03-22T10:00:00Z,3,2023,6,0.00,0.00,0.00,0.92,0.0
1931,2023-03-22T11:00:00Z,3,2023,7,57.85,29.73,52.72,2.42,0.0
1932,2023-03-22T12:00:00Z,3,2023,8,185.25,124.16,155.66,4.01,0.0
1933,2023-03-22T13:00:00Z,3,2023,9,342.67,243.41,220.79,5.67,0.0
1934,2023-03-22T14:00:00Z,3,2023,10,482.33,298.30,266.28,7.33,0.0
1935,2023-03-22T15:00:00Z,3,2023,11,600.53,439.90,295.56,8.70,0.0
1936,2023-03-22T16:00:00Z,3,2023,12,686.67,599.34,241.45,9.81,0.0
1937,2023-03-22T17:00:00Z,3,2023,13,700.33,649.84,216.66,10.83,0.0
1938,2023-03-22T18:00:00Z,3,2023,14,674.92,720.42,169.32,11.36,0.0
1939,2023-03-22T19:00:00Z,3,2023,15,525.22,593.60,173.63,11.33,0.0
1940,2023-03-22T20:00:00Z,3,2023,16,351.33,430.43,150.48,10.63,0.0
1941,2023-03-22T21:00:00Z,3,2023,17,179.75,231.13,119.66,9.19,0.0
1942,2023-03-22T22:00:00Z,3,2023,18,35.12,25.52,35.75,6.80,0.0
1943,2023-03-22T23:00:00Z,3,2023,19,0.00,0.00,0.00,5.56,0.0
1944,2023-03-23T00:00:00Z,3,2023,20,0.00,0.00,0.00,5.04,0.0
1945,2023-03-23T01:00:00Z,3,2023,21,0.00,0.00,0.00,4.96,0.0
1946,2023-03-23T02:00:00Z,3,2023,22,0.00,0.00,0.00,4.84,0.0
1947,2023-03-23T03:00:00Z,3,2023,23,0.00,0.00,0.00,4.77,0.0
1948,2023-03-23T04:00:00Z,3,2023,0,0.00,0.00,0.00,4.79,0.0
1949,2023-03-23T05:00:00Z,3,2023,1,0.00,0.00,0.00,4.86,0.0
1950,2023-03-23T06:00:00Z,3,2023,2,0.00,0.00,0.00,5.00,0.0
1951,2023-03-23T07:00:00Z,3,2023,3,0.00,0.00,0.00,5.13,0.0
1952,2023-03-23T08:00:00Z,3,2023,4,0.00,0.00,0.00,5.12,0.0
1953,2023-03-23T09:00:00Z,3,2023,5,0.00,0.00,0.00,5.25,0.0
1954,2023-03-23T10:00:00Z,3,2023,6,0.00,0.00,0.00,5.41,0.0
1955,2023-03-23T11:00:00Z,3,2023,7,15.95,0.00,13.94,5.70,0.0
