hour,time_utc,month,source_year,local_hour,ghi,dni,dhi,t2m
2589,2023-04-18T21:00:00Z,4,2023,17,508.02,876.50,68.53,26.85
2590,2023-04-18T22:00:00Z,4,2023,18,266.80,724.27,51.80,25.25
2591,2023-04-18T23:00:00Z,4,2023,19,46.60,296.23,20.52,22.25
2592,2023-04-19T00:00:00Z,4,2023,20,0.00,0.00,0.00,19.41
2593,2023-04-19T01:00:00Z,4,2023,21,0.00,0.00,0.00,18.33
2594,2023-04-19T02:00:00Z,4,2023,22,0.00,0.00,0.00,17.34
2595,2023-04-19T03:00:00Z,4,2023,23,0.00,0.00,0.00,16.66
2596,2023-04-19T04:00:00Z,4,2023,0,0.00,0.00,0.00,16.60
2597,2023-04-19T05:00:00Z,4,2023,1,0.00,0.00,0.00,16.49
2598,2023-04-19T06:00:00Z,4,2023,2,0.00,0.00,0.00,16.30
2599,2023-04-19T07:00:00Z,4,2023,3,0.00,0.00,0.00,16.06
2600,2023-04-19T08:00:00Z,4,2023,4,0.00,0.00,0.00,15.89
2601,2023-04-19T09:00:00Z,4,2023,5,0.00,0.00,0.00,16.11
2602,2023-04-19T10:00:00Z,4,2023,6,0.00,0.00,0.00,16.24
2603,2023-04-19T11:00:00Z,4,2023,7,50.38,51.68,43.92,17.14
2604,2023-04-19T12:00:00Z,4,2023,8,220.32,111.09,168.44,19.63
2605,2023-04-19T13:00:00Z,4,2023,9,406.38,197.32,288.36,21.74
2606,2023-04-19T14:00:00Z,4,2023,10,575.83,392.86,310.70,23.89
2607,2023-04-19T15:00:00Z,4,2023,11,703.92,452.28,363.14,25.22
2608,2023-04-19T16:00:00Z,4,2023,12,853.65,584.91,329.05,26.34
2609,2023-04-19T17:00:00Z,4,2023,13,910.20,573.57,354.79,27.24
2610,2023-04-19T18:00:00Z,4,2023,14,849.50,494.36,376.10,27.50
2611,2023-04-19T19:00:00Z,4,2023,15,754.20,533.45,301.56,27.12
2612,2023-04-19T20:00:00Z,4,2023,16,591.47,424.69,291.28,26.44
2613,2023-04-19T21:00:00Z,4,2023,17,387.33,366.99,214.80,25.56
2614,2023-04-19T22:00:00Z,4,2023,18,199.90,280.35,123.39,24.54
2615,2023-04-19T23:00:00Z,4,2023,19,32.30,55.71,31.25,22.93
2616,2023-04-20T00:00:00Z,4,2023,20,0.00,0.00,0.00,21.00
2617,2023-04-20T01:00:00Z,4,2023,21,0.00,0.00,0.00,20.16
2618,2023-04-20T02:00:00Z,4,2023,22,0.00,0.00,0.00,19.57
2619,2023-04-20T03:00:00Z,4,2023,23,0.00,0.00,0.00,19.34
2620,2023-04-20T04:00:00Z,4,2023,0,0.00,0.00,0.00,19.22
2621,2023-04-20T05:00:00Z,4,2023,1,0.00,0.00,0.00,19.01
2622,2023-04-20T06:00:00Z,4,2023,2,0.00,0.00,0.00,18.70
2623,2023-04-20T07:00:00Z,4,2023,3,0.00,0.00,0.00,18.25
2624,2023-04-20T08:00:00Z,4,2023,4,0.00,0.00,0.00,17.84
2625,2023-04-20T09:00:00Z,4,2023,5,0.00,0.00,0.00,17.51
2626,2023-04-20T10:00:00Z,4,2023,6,0.00,0.00,0.00,17.25
2627,2023-04-20T11:00:00Z,4,2023,7,64.75,202.68,36.15,18.77
2628,2023-04-20T12:00:00Z,4,2023,8,278.02,587.11,82.20,22.66
2629,2023-04-20T13:00:00Z,4,2023,9,512.58,784.80,88.72,24.82
2630,2023-04-20T14:00:00Z,4,2023,10,714.80,848.40,107.50,26.44
2631,2023-04-20T15:00:00Z,4,2023,11,859.40,819.56,160.16,27.83
2632,2023-04-20T16:00:00Z,4,2023,12,943.33,813.98,188.79,28.90
2633,2023-04-20T17:00:00Z,4,2023,13,961.35,763.25,218.69,29.47
2634,2023-04-20T18:00:00Z,4,2023,14,840.70,725.69,185.98,29.71
2635,2023-04-20T19:00:00Z,4,2023,15,793.85,673.74,218.73,29.48
2636,2023-04-20T20:00:00Z,4,2023,16,640.42,683.37,173.92,28.84
2637,2023-04-20T21:00:00Z,4,2023,17,457.92,690.95,110.11,27.79
2638,2023-04-20T22:00:00Z,4,2023,18,236.35,515.92,78.33,26.24
2639,2023-04-20T23:00:00Z,4,2023,19,39.67,149.33,25.46,24.18
2640,2023-04-21T00:00:00Z,4,2023,20,0.00,0.00,0.00,22.29
2641,2023-04-21T01:00:00Z,4,2023,21,0.00,0.00,0.00,21.28
2642,2023-04-21T02:00:00Z,4,2023,22,0.00,0.00,0.00,20.41
2643,2023-04-21T03:00:00Z,4,2023,23,0.00,0.00,0.00,19.78
2644,2023-04-21T04:00:00Z,4,2023,0,0.00,0.00,0.00,19.32
2645,2023-04-21T05:00:00Z,4,2023,1,0.00,0.00,0.00,18.98
2646,2023-04-21T06:00:00Z,4,2023,2,0.00,0.00,0.00,18.65
2647,2023-04-21T07:00:00Z,4,2023,3,0.00,0.00,0.00,18.38
2648,2023-04-21T08:00:00Z,4,2023,4,0.00,0.00,0.00,18.15
2649,2023-04-21T09:00:00Z,4,2023,5,0.00,0.00,0.00,17.93
2650,2023-04-21T10:00:00Z,4,2023,6,0.00,0.00,0.00,17.77
2651,2023-04-21T11:00:00Z,4,2023,7,75.03,341.53,29.53,19.44
2652,2023-04-21T12:00:00Z,4,2023,8,292.17,709.82,56.88,23.35
2653,2023-04-21T13:00:00Z,4,2023,9,517.40,814.30,75.02,25.75
2654,2023-04-21T14:00:00Z,4,2023,10,684.15,754.42,161.19,27.68
2655,2023-04-21T15:00:00Z,4,2023,11,795.97,584.28,295.67,29.25
2656,2023-04-21T16:00:00Z,4,2023,12,869.03,678.88,267.01,30.25
2657,2023-04-21T17:00:00Z,4,2023,13,880.03,528.61,352.85,30.56
2658,2023-04-21T18:00:00Z,4,2023,14,806.78,501.91,313.56,30.85
2659,2023-04-21T19:00:00Z,4,2023,15,595.38,646.70,135.05,30.86
2660,2023-04-21T20:00:00Z,4,2023,16,586.85,541.99,218.90,30.44
2661,2023-04-21T21:00:00Z,4,2023,17,403.38,509.88,137.89,29.43
2662,2023-04-21T22:00:00Z,4,2023,18,199.23,372.88,90.26,28.00
2663,2023-04-21T23:00:00Z,4,2023,19,32.50,73.35,28.59,25.83
2664,2023-04-22T00:00:00Z,4,2023,20,0.00,0.00,0.00,23.94
2665,2023-04-22T01:00:00Z,4,2023,21,0.00,0.00,0.00,23.13
2666,2023-04-22T02:00:00Z,4,2023,22,0.00,0.00,0.00,22.51
2667,2023-04-22T03:00:00Z,4,2023,23,0.00,0.00,0.00,22.02
2668,2023-04-22T04:00:00Z,4,2023,0,0.00,0.00,0.00,21.61
2669,2023-04-22T05:00:00Z,4,2023,1,0.00,0.00,0.00,21.27
2670,2023-04-22T06:00:00Z,4,2023,2,0.00,0.00,0.00,21.19
2671,2023-04-22T07:00:00Z,4,2023,3,0.00,0.00,0.00,21.09
2672,2023-04-22T08:00:00Z,4,2023,4,0.00,0.00,0.00,20.94
2673,2023-04-22T09:00:00Z,4,2023,5,0.00,0.00,0.00,20.63
2674,2023-04-22T10:00:00Z,4,2023,6,0.00,0.00,0.00,20.16
2675,2023-04-22T11:00:00Z,4,2023,7,60.92,145.40,41.23,20.97
2676,2023-04-22T12:00:00Z,4,2023,8,260.60,461.14,101.77,22.84
2677,2023-04-22T13:00:00Z,4,2023,9,495.12,692.94,112.85,25.55
2678,2023-04-22T14:00:00Z,4,2023,10,686.10,737.76,151.97,28.41
2679,2023-04-22T15:00:00Z,4,2023,11,819.62,705.34,206.57,30.11
2680,2023-04-22T16:00:00Z,4,2023,12,850.58,497.42,380.33,31.33
2681,2023-04-22T17:00:00Z,4,2023,13,870.20,456.06,403.84,32.33
2682,2023-04-22T18:00:00Z,4,2023,14,800.88,462.29,338.53,32.96
2683,2023-04-22T19:00:00Z,4,2023,15,706.83,469.47,286.38,33.02
2684,2023-04-22T20:00:00Z,4,2023,16,396.83,185.05,281.27,32.66
2685,2023-04-22T21:00:00Z,4,2023,17,292.88,176.90,201.39,31.59
2686,2023-04-22T22:00:00Z,4,2023,18,147.12,178.83,98.09,30.58
2687,2023-04-22T23:00:00Z,4,2023,19,29.02,70.49,25.25,28.76
2688,2023-04-23T00:00:00Z,4,2023,20,0.00,0.00,0.00,27.42
2689,2023-04-23T01:00:00Z,4,2023,21,0.00,0.00,0.00,26.64
2690,2023-04-23T02:00:00Z,4,2023,22,0.00,0.00,0.00,25.63
2691,2023-04-23T03:00:00Z,4,2023,23,0.00,0.00,0.00,24.34
2692,2023-04-23T04:00:00Z,4,2023,0,0.00,0.00,0.00,23.42
2693,2023-04-23T05:00:00Z,4,2023,1,0.00,0.00,0.00,22.61
2694,2023-04-23T06:00:00Z,4,2023,2,0.00,0.00,0.00,21.98
2695,2023-04-23T07:00:00Z,4,2023,3,0.00,0.00,0.00,21.37
2696,2023-04-23T08:00:00Z,4,2023,4,0.00,0.00,0.00,20.80
2697,2023-04-23T09:00:00Z,4,2023,5,0.00,0.00,0.00,20.48
2698,2023-04-23T10:00:00Z,4,2023,6,0.00,0.00,0.00,20.28
2699,2023-04-23T11:00:00Z,4,2023,7,76.12,313.43,32.77,20.31
2700,2023-04-23T12:00:00Z,4,2023,8,290.38,642.40,69.28,21.66
2701,2023-04-23T13:00:00Z,4,2023,9,516.45,786.02,87.29,24.65
2702,2023-04-23T14:00:00Z,4,2023,10,717.58,856.39,102.46,26.97
2703,2023-04-23T15:00:00Z,4,2023,11,835.22,761.13,195.00,28.63
2704,2023-04-23T16:00:00Z,4,2023,12,939.72,811.40,167.36,29.80
2705,2023-04-23T17:00:00Z,4,2023,13,922.22,690.80,260.47,30.58
2706,2023-04-23T18:00:00Z,4,2023,14,834.83,641.31,279.37,30.98
2707,2023-04-23T19:00:00Z,4,2023,15,782.58,692.14,209.05,31.00
2708,2023-04-23T20:00:00Z,4,2023,16,664.75,788.61,121.03,30.46
2709,2023-04-23T21:00:00Z,4,2023,17,470.70,728.41,96.92,29.59
2710,2023-04-23T22:00:00Z,4,2023,18,245.57,573.23,67.58,28.11
2711,2023-04-23T23:00:00Z,4,2023,19,44.38,174.01,25.31,26.04
2712,2023-04-24T00:00:00Z,4,2023,20,0.00,0.00,0.00,24.04
2713,2023-04-24T01:00:00Z,4,2023,21,0.00,0.00,0.00,22.92
2714,2023-04-24T02:00:00Z,4,2023,22,0.00,0.00,0.00,22.02
2715,2023-04-24T03:00:00Z,4,2023,23,0.00,0.00,0.00,21.37
2716,2023-04-24T04:00:00Z,4,2023,0,0.00,0.00,0.00,20.91
2717,2023-04-24T05:00:00Z,4,2023,1,0.00,0.00,0.00,20.57
2718,2023-04-24T06:00:00Z,4,2023,2,0.00,0.00,0.00,20.42
2719,2023-04-24T07:00:00Z,4,2023,3,0.00,0.00,0.00,20.37
2720,2023-04-24T08:00:00Z,4,2023,4,0.00,0.00,0.00,20.53
2721,2023-04-24T09:00:00Z,4,2023,5,0.00,0.00,0.00,20.73
2722,2023-04-24T10:00:00Z,4,2023,6,0.00,0.00,0.00,20.83
2723,2023-04-24T11:00:00Z,4,2023,7,46.25,51.67,39.56,21.90
2724,2023-04-24T12:00:00Z,4,2023,8,143.82,79.92,114.26,23.71
2725,2023-04-24T13:00:00Z,4,2023,9,254.07,16.28,220.04,24.96
2726,2023-04-24T14:00:00Z,4,2023,10,303.45,4.57,255.93,26.06
2727,2023-04-24T15:00:00Z,4,2023,11,508.05,18.85,406.78,26.48
2728,2023-04-24T16:00:00Z,4,2023,12,688.22,97.71,488.55,26.69
2729,2023-04-24T17:00:00Z,4,2023,13,613.10,165.73,373.54,26.78
2730,2023-04-24T18:00:00Z,4,2023,14,448.67,40.35,328.97,26.68
2731,2023-04-24T19:00:00Z,4,2023,15,75.00,0.00,61.39,26.57
2732,2023-04-24T20:00:00Z,4,2023,16,44.58,0.00,37.26,26.10
2733,2023-04-24T21:00:00Z,4,2023,17,161.12,40.89,124.25,25.26
2734,2023-04-24T22:00:00Z,4,2023,18,77.72,17.36,65.64,24.24
2735,2023-04-24T23:00:00Z,4,2023,19,13.38,0.00,13.03,22.97
2736,2023-04-25T00:00:00Z,4,2023,20,0.00,0.00,0.00,21.78
2737,2023-04-25T01:00:00Z,4,2023,21,0.00,0.00,0.00,21.26
2738,2023-04-25T02:00:00Z,4,2023,22,0.00,0.00,0.00,21.08
2739,2023-04-25T03:00:00Z,4,2023,23,0.00,0.00,0.00,20.78
2740,2023-04-25T04:00:00Z,4,2023,0,0.00,0.00,0.00,20.43
2741,2023-04-25T05:00:00Z,4,2023,1,0.00,0.00,0.00,20.34
2742,2023-04-25T06:00:00Z,4,2023,2,0.00,0.00,0.00,20.19
2743,2023-04-25T07:00:00Z,4,2023,3,0.00,0.00,0.00,19.99
2744,2023-04-25T08:00:00Z,4,2023,4,0.00,0.00,0.00,19.74
2745,2023-04-25T09:00:00Z,4,2023,5,0.00,0.00,0.00,19.60
2746,2023-04-25T10:00:00Z,4,2023,6,0.00,0.00,0.00,19.51
2747,2023-04-25T11:00:00Z,4,2023,7,58.67,156.45,38.38,20.47
2748,2023-04-25T12:00:00Z,4,2023,8,211.40,405.46,84.34,22.64
2749,2023-04-25T13:00:00Z,4,2023,9,424.48,411.00,193.46,25.16
2750,2023-04-25T14:00:00Z,4,2023,10,609.55,493.23,246.86,26.94
2751,2023-04-25T15:00:00Z,4,2023,11,718.55,413.81,331.19,28.14
2752,2023-04-25T16:00:00Z,4,2023,12,830.28,549.14,300.12,29.04
2753,2023-04-25T17:00:00Z,4,2023,13,760.47,428.09,335.35,29.58
2754,2023-04-25T18:00:00Z,4,2023,14,731.12,522.01,262.92,29.87
2755,2023-04-25T19:00:00Z,4,2023,15,638.95,401.49,273.37,29.77
2756,2023-04-25T20:00:00Z,4,2023,16,328.10,214.54,182.14,28.64
2757,2023-04-25T21:00:00Z,4,2023,17,243.77,195.03,144.80,26.96
2758,2023-04-25T22:00:00Z,4,2023,18,125.57,173.63,79.86,25.28
2759,2023-04-25T23:00:00Z,4,2023,19,27.05,44.76,25.16,23.74
2760,2023-04-26T00:00:00Z,4,2023,20,0.00,0.00,0.00,22.66
2761,2023-04-26T01:00:00Z,4,2023,21,0.00,0.00,0.00,22.17
2762,2023-04-26T02:00:00Z,4,2023,22,0.00,0.00,0.00,21.78
2763,2023-04-26T03:00:00Z,4,2023,23,0.00,0.00,0.00,21.40
2764,2023-04-26T04:00:00Z,4,2023,0,0.00,0.00,0.00,21.02
2765,2023-04-26T05:00:00Z,4,2023,1,0.00,0.00,0.00,20.81
2766,2023-04-26T06:00:00Z,4,2023,2,0.00,0.00,0.00,20.71
2767,2023-04-26T07:00:00Z,4,2023,3,0.00,0.00,0.00,20.61
2768,2023-04-26T08:00:00Z,4,2023,4,0.00,0.00,0.00,20.38
2769,2023-04-26T09:00:00Z,4,2023,5,0.00,0.00,0.00,20.16
2770,2023-04-26T10:00:00Z,4,2023,6,0.00,0.00,0.00,20.00
2771,2023-04-26T11:00:00Z,4,2023,7,78.93,239.18,39.23,20.89
2772,2023-04-26T12:00:00Z,4,2023,8,286.27,566.12,83.03,22.83
2773,2023-04-26T13:00:00Z,4,2023,9,507.40,709.92,108.50,24.63
2774,2023-04-26T14:00:00Z,4,2023,10,705.55,775.06,134.47,26.38
2775,2023-04-26T15:00:00Z,4,2023,11,806.78,689.41,218.69,27.77
2776,2023-04-26T16:00:00Z,4,2023,12,824.92,535.79,298.15,28.95
2777,2023-04-26T17:00:00Z,4,2023,13,859.83,534.71,318.18,29.61
2778,2023-04-26T18:00:00Z,4,2023,14,785.22,553.54,259.78,29.82
2779,2023-04-26T19:00:00Z,4,2023,15,652.75,456.64,257.00,29.79
2780,2023-04-26T20:00:00Z,4,2023,16,511.73,395.35,218.13,29.56
2781,2023-04-26T21:00:00Z,4,2023,17,375.12,386.33,165.83,28.88
2782,2023-04-26T22:00:00Z,4,2023,18,180.60,214.06,109.57,27.65
2783,2023-04-26T23:00:00Z,4,2023,19,31.30,22.40,30.64,25.77
2784,2023-04-27T00:00:00Z,4,2023,20,0.00,0.00,0.00,23.96
2785,2023-04-27T01:00:00Z,4,2023,21,0.00,0.00,0.00,23.09
2786,2023-04-27T02:00:00Z,4,2023,22,0.00,0.00,0.00,22.63
2787,2023-04-27T03:00:00Z,4,2023,23,0.00,0.00,0.00,22.49
2788,2023-04-27T04:00:00Z,4,2023,0,0.00,0.00,0.00,22.24
2789,2023-04-27T05:00:00Z,4,2023,1,0.00,0.00,0.00,22.01
2790,2023-04-27T06:00:00Z,4,2023,2,0.00,0.00,0.00,21.88
2791,2023-04-27T07:00:00Z,4,2023,3,0.00,0.00,0.00,21.83
2792,2023-04-27T08:00:00Z,4,2023,4,0.00,0.00,0.00,21.68
2793,2023-04-27T09:00:00Z,4,2023,5,0.00,0.00,0.00,21.47
2794,2023-04-27T10:00:00Z,4,2023,6,0.00,0.00,0.00,21.54
2795,2023-04-27T11:00:00Z,4,2023,7,70.35,66.64,60.24,22.15
2796,2023-04-27T12:00:00Z,4,2023,8,252.73,251.21,151.92,23.31
2797,2023-04-27T13:00:00Z,4,2023,9,459.38,500.30,176.98,25.03
2798,2023-04-27T14:00:00Z,4,2023,10,641.10,526.98,234.91,27.03
2799,2023-04-27T15:00:00Z,4,2023,11,795.20,633.08,241.80,27.37
2800,2023-04-27T16:00:00Z,4,2023,12,853.92,604.08,255.91,27.62
2801,2023-04-27T17:00:00Z,4,2023,13,781.10,518.08,325.18,28.22
2802,2023-04-27T18:00:00Z,4,2023,14,723.17,280.36,387.29,28.94
2803,2023-04-27T19:00:00Z,4,2023,15,516.30,170.54,365.16,28.35
2804,2023-04-27T20:00:00Z,4,2023,16,299.42,102.77,198.23,27.69
2805,2023-04-27T21:00:00Z,4,2023,17,145.95,0.00,126.59,26.22
2806,2023-04-27T22:00:00Z,4,2023,18,69.70,0.00,60.78,24.82
2807,2023-04-27T23:00:00Z,4,2023,19,15.32,0.00,14.25,24.03
2808,2023-04-28T00:00:00Z,4,2023,20,0.00,0.00,0.00,23.60
2809,2023-04-28T01:00:00Z,4,2023,21,0.00,0.00,0.00,23.30
2810,2023-04-28T02:00:00Z,4,2023,22,0.00,0.00,0.00,22.73
2811,2023-04-28T03:00:00Z,4,2023,23,0.00,0.00,0.00,22.16
2812,2023-04-28T04:00:00Z,4,2023,0,0.00,0.00,0.00,21.99
2813,2023-04-28T05:00:00Z,4,2023,1,0.00,0.00,0.00,21.56
2814,2023-04-28T06:00:00Z,4,2023,2,0.00,0.00,0.00,21.14
2815,2023-04-28T07:00:00Z,4,2023,3,0.00,0.00,0.00,20.66
2816,2023-04-28T08:00:00Z,4,2023,4,0.00,0.00,0.00,20.08
2817,2023-04-28T09:00:00Z,4,2023,5,0.00,0.00,0.00,19.79
2818,2023-04-28T10:00:00Z,4,2023,6,0.00,0.00,0.00,19.67
2819,2023-04-28T11:00:00Z,4,2023,7,45.17,4.93,39.14,20.12
2820,2023-04-28T12:00:00Z,4,2023,8,113.12,5.72,95.74,21.04
2821,2023-04-28T13:00:00Z,4,2023,9,180.45,4.78,156.04,22.37
2822,2023-04-28T14:00:00Z,4,2023,10,384.92,6.76,315.04,24.13
2823,2023-04-28T15:00:00Z,4,2023,11,445.12,32.53,355.44,25.82
2824,2023-04-28T16:00:00Z,4,2023,12,373.62,0.22,300.77,27.00
2825,2023-04-28T17:00:00Z,4,2023,13,875.33,446.13,396.05,28.05
2826,2023-04-28T18:00:00Z,4,2023,14,661.28,187.37,416.03,28.94
2827,2023-04-28T19:00:00Z,4,2023,15,488.17,84.66,350.91,29.67
2828,2023-04-28T20:00:00Z,4,2023,16,337.00,9.12,281.53,29.68
2829,2023-04-28T21:00:00Z,4,2023,17,186.12,0.16,161.20,28.84
2830,2023-04-28T22:00:00Z,4,2023,18,106.47,11.29,92.29,27.65
2831,2023-04-28T23:00:00Z,4,2023,19,25.48,7.29,23.99,25.90
2832,2023-04-29T00:00:00Z,4,2023,20,0.00,0.00,0.00,24.57
2833,2023-04-29T01:00:00Z,4,2023,21,0.00,0.00,0.00,23.71
2834,2023-04-29T02:00:00Z,4,2023,22,0.00,0.00,0.00,22.97
2835,2023-04-29T03:00:00Z,4,2023,23,0.00,0.00,0.00,22.52
2836,2023-04-29T04:00:00Z,4,2023,0,0.00,0.00,0.00,22.19
2837,2023-04-29T05:00:00Z,4,2023,1,0.00,0.00,0.00,21.86
2838,2023-04-29T06:00:00Z,4,2023,2,0.00,0.00,0.00,21.64
2839,2023-04-29T07:00:00Z,4,2023,3,0.00,0.00,0.00,21.49
2840,2023-04-29T08:00:00Z,4,2023,4,0.00,0.00,0.00,21.40
2841,2023-04-29T09:00:00Z,4,2023,5,0.00,0.00,0.00,21.30
2842,2023-04-29T10:00:00Z,4,2023,6,0.00,0.00,0.00,21.15
2843,2023-04-29T11:00:00Z,4,2023,7,60.92,46.10,53.77,21.69
2844,2023-04-29T12:00:00Z,4,2023,8,194.60,103.04,154.17,23.08
2845,2023-04-29T13:00:00Z,4,2023,9,366.85,129.86,263.08,24.49
2846,2023-04-29T14:00:00Z,4,2023,10,529.20,192.51,335.17,26.31
2847,2023-04-29T15:00:00Z,4,2023,11,579.53,203.33,349.86,27.50
2848,2023-04-29T16:00:00Z,4,2023,12,597.22,168.44,358.30,28.37
2849,2023-04-29T17:00:00Z,4,2023,13,493.83,1.42,394.15,28.86
2850,2023-04-29T18:00:00Z,4,2023,14,232.60,1.58,186.71,28.98
2851,2023-04-29T19:00:00Z,4,2023,15,210.88,19.64,169.72,28.82
2852,2023-04-29T20:00:00Z,4,2023,16,93.60,12.80,76.68,28.29
2853,2023-04-29T21:00:00Z,4,2023,17,53.33,7.88,45.12,27.69
2854,2023-04-29T22:00:00Z,4,2023,18,49.20,0.00,42.90,26.59
2855,2023-04-29T23:00:00Z,4,2023,19,13.38,0.00,12.44,25.13
2856,2023-04-30T00:00:00Z,4,2023,20,0.00,0.00,0.00,24.09
2857,2023-04-30T01:00:00Z,4,2023,21,0.00,0.00,0.00,23.40
2858,2023-04-30T02:00:00Z,4,2023,22,0.00,0.00,0.00,22.87
2859,2023-04-30T03:00:00Z,4,2023,23,0.00,0.00,0.00,22.55
2860,2023-04-30T04:00:00Z,4,2023,0,0.00,0.00,0.00,22.46
2861,2023-04-30T05:00:00Z,4,2023,1,0.00,0.00,0.00,22.46
2862,2023-04-30T06:00:00Z,4,2023,2,0.00,0.00,0.00,22.51
2863,2023-04-30T07:00:00Z,4,2023,3,0.00,0.00,0.00,22.55
2864,2023-04-30T08:00:00Z,4,2023,4,0.00,0.00,0.00,22.70
2865,2023-04-30T09:00:00Z,4,2023,5,0.00,0.00,0.00,22.87
2866,2023-04-30T10:00:00Z,4,2023,6,0.00,0.00,0.00,23.30
2867,2023-04-30T11:00:00Z,4,2023,7,59.60,39.58,52.74,23.56
2868,2023-04-30T12:00:00Z,4,2023,8,238.50,237.44,148.05,22.91
2869,2023-04-30T13:00:00Z,4,2023,9,463.98,474.93,178.89,22.44
2870,2023-04-30T14:00:00Z,4,2023,10,673.03,610.14,205.92,24.11
2871,2023-04-30T15:00:00Z,4,2023,11,798.10,607.51,243.82,25.55
2872,2023-04-30T16:00:00Z,4,2023,12,865.88,549.71,302.44,26.16
2873,2023-04-30T17:00:00Z,4,2023,13,890.40,570.43,307.27,26.60
2874,2023-04-30T18:00:00Z,4,2023,14,870.22,676.01,239.49,27.21
2875,2023-04-30T19:00:00Z,4,2023,15,817.38,774.32,174.37,27.50
2876,2023-04-30T20:00:00Z,4,2023,16,699.08,841.87,104.60,27.06
2877,2023-04-30T21:00:00Z,4,2023,17,491.88,769.34,89.33,25.96
2878,2023-04-30T22:00:00Z,4,2023,18,267.33,651.19,62.55,24.52
2879,2023-04-30T23:00:00Z,4,2023,19,58.17,260.71,26.54,22.78
2880,2023-05-01T00:00:00Z,5,2023,20,0.00,0.00,0.00,21.18
2881,2023-05-01T01:00:00Z,5,2023,21,0.00,0.00,0.00,20.22
2882,2023-05-01T02:00:00Z,5,2023,22,0.00,0.00,0.00,19.49
2883,2023-05-01T03:00:00Z,5,2023,23,0.00,0.00,0.00,18.84
2884,2023-05-01T04:00:00Z,5,2023,0,0.00,0.00,0.00,18.27
2885,2023-05-01T05:00:00Z,5,2023,1,0.00,0.00,0.00,17.64
2886,2023-05-01T06:00:00Z,5,2023,2,0.00,0.00,0.00,17.23
2887,2023-05-01T07:00:00Z,5,2023,3,0.00,0.00,0.00,16.97
2888,2023-05-01T08:00:00Z,5,2023,4,0.00,0.00,0.00,16.78
2889,2023-05-01T09:00:00Z,5,2023,5,0.00,0.00,0.00,16.31
2890,2023-05-01T10:00:00Z,5,2023,6,0.00,0.00,0.00,15.75
2891,2023-05-01T11:00:00Z,5,2023,7,105.12,415.45,39.01,17.44
2892,2023-05-01T12:00:00Z,5,2023,8,325.62,706.90,67.59,20.48
2893,2023-05-01T13:00:00Z,5,2023,9,552.58,837.80,78.51,23.12
2894,2023-05-01T14:00:00Z,5,2023,10,750.22,896.77,86.84,25.06
2895,2023-05-01T15:00:00Z,5,2023,11,900.17,931.51,97.04,26.73
2896,2023-05-01T16:00:00Z,5,2023,12,990.00,930.50,107.19,28.22
2897,2023-05-01T17:00:00Z,5,2023,13,1010.72,954.03,110.25,29.41
2898,2023-05-01T18:00:00Z,5,2023,14,960.72,923.61,106.53,30.14
2899,2023-05-01T19:00:00Z,5,2023,15,855.30,892.02,106.31,30.26
2900,2023-05-01T20:00:00Z,5,2023,16,694.20,848.38,98.44,29.57
2901,2023-05-01T21:00:00Z,5,2023,17,489.95,757.66,90.18,28.17
2902,2023-05-01T22:00:00Z,5,2023,18,263.90,617.05,68.94,26.49
2903,2023-05-01T23:00:00Z,5,2023,19,56.30,234.31,29.84,24.55
2904,2023-05-02T00:00:00Z,5,2023,20,0.00,0.00,0.00,22.49
2905,2023-05-02T01:00:00Z,5,2023,21,0.00,0.00,0.00,21.07
2906,2023-05-02T02:00:00Z,5,2023,22,0.00,0.00,0.00,20.23
2907,2023-05-02T03:00:00Z,5,2023,23,0.00,0.00,0.00,19.82
2908,2023-05-02T04:00:00Z,5,2023,0,0.00,0.00,0.00,19.32
2909,2023-05-02T05:00:00Z,5,2023,1,0.00,0.00,0.00,18.77
2910,2023-05-02T06:00:00Z,5,2023,2,0.00,0.00,0.00,18.33
2911,2023-05-02T07:00:00Z,5,2023,3,0.00,0.00,0.00,17.96
2912,2023-05-02T08:00:00Z,5,2023,4,0.00,0.00,0.00,17.98
2913,2023-05-02T09:00:00Z,5,2023,5,0.00,0.00,0.00,17.29
2914,2023-05-02T10:00:00Z,5,2023,6,0.00,0.00,0.00,17.03
2915,2023-05-02T11:00:00Z,5,2023,7,102.15,348.51,42.04,18.82
2916,2023-05-02T12:00:00Z,5,2023,8,310.50,615.02,82.68,21.95
2917,2023-05-02T13:00:00Z,5,2023,9,527.03,720.39,112.17,24.81
2918,2023-05-02T14:00:00Z,5,2023,10,707.90,750.11,157.81,26.70
2919,2023-05-02T15:00:00Z,5,2023,11,853.62,777.48,180.48,28.30
2920,2023-05-02T16:00:00Z,5,2023,12,968.40,836.45,163.74,29.62
2921,2023-05-02T17:00:00Z,5,2023,13,1002.72,847.05,176.29,30.73
2922,2023-05-02T18:00:00Z,5,2023,14,965.38,914.79,114.22,31.47
2923,2023-05-02T19:00:00Z,5,2023,15,857.08,876.42,116.08,31.55
2924,2023-05-02T20:00:00Z,5,2023,16,696.85,842.37,98.32,30.67
2925,2023-05-02T21:00:00Z,5,2023,17,491.88,756.67,91.65,29.14
2926,2023-05-02T22:00:00Z,5,2023,18,265.40,617.19,68.74,27.37
2927,2023-05-02T23:00:00Z,5,2023,19,58.38,244.69,29.00,25.31
2928,2023-05-03T00:00:00Z,5,2023,20,0.00,0.00,0.00,23.18
